Partnumber,Package,Value,Tolerance
8909004428,,FDD4141_F085,
8909011838,BGA373,R7F702300EBBB,
8900440390,0719,3.9R,5%
8900216428,0207,30.1k,1%
8900425160,0414,1.6R,5%
8909B01590,,,
8909015508,2x1.25x1.25mm(LxWxH),3.3uH,
8902001519,1206,110pF,5%
8900631661,0411,422k,1%
1270CY1759,,undefined,
8903407851,,47uF,30%
8903704561,,4.7uF,50%
8909011839,HVSON8,TJA1462ATK/S1,
890901244701,VQFN-48-31,TLE9879QXA40-UH,
8905507019,0805,8.25k,1%
8905508491,HY_FUER-HYBRID-SG,TLE8102CH,
8900216429,0207,30.9k,1%
8909013949,0402,120k,0.1%
8909015509,37.5*26.0*32.5mm,1.2mH,
8900440391,0719,39R,5%
8909B0588201,,,
8909016981,FCBGM,QAM-8797P-1-FCBG,
8909004429,SO-8-Exposed pad,MAX16910CASA9/V+,
8902984869,,6.8nF,20%
8909B01591,PG-TSDSON-8,BSZ15DC02KD,
1279B75801,,undefined,
8900327089,0207,82.5R,1%
1279990699,CHIP,"CJ420 (RB,6`)",
1267360011,0414,undefined,
8909B0791201,WDFNW6,NCV68261MTWAITBG,
8909B0169801,,FTSH-107-01-L-DV,
8909007461,HVQFN48,NCK2982,
1035900001,,undefined,
1270E11691,,,
8900425161,0414,16R,5%
1267361101,0805,330R,1%
1267360012,0414,undefined,
8903704562,,6.8uF,50%
8900440392,0719,390R,5%
1270E11692,,,
8905504042,SO20,L9826(U447AMK6),
8900425162,0414,160R,5%
8905501732,DO218AB,SM8S14AHE3_A,
1267361102,0805,undefined,
8909016982,0402,39pF,5%
8900631662,0411,432k,1%
8905508492,SOT23,BAT54A/DG/B4,
8909007462,40 Lead QFN 6mmX6mm,LT8602IUJ#PBF,
8909B01593,SOIC-8,MLX90363LDC-ABB-,
8905508493,PQFP80,M58BW016FB7T3F,
1270E32203,,undefined,
8909007463,12-DFN 4mmX3mm,LTC3806,
8900440393,0719,3.9k,5%
8903704563,,10uF,50%
1267360013,0414,22R,5%
8900425163,0414,1.6k,5%
8909016983,0402,39pF,5%
1267361103,0805,33k,1%
8902820453,,1.5nF,20%
8900631663,0411,442k,1%
1270E32204,,undefined,
8900425164,0414,16k,5%
8900631664,0411,453k,1%
1267361104,0805,33.2k,1%
8909B01594,,AXK6S60447YG,
8905504044,TSOP48,S29AL032D90TFA03,
8909016984,0402,39pF,5%
1267360014,0414,240R,5%
8909007464,FBGA96,W632GU6MB09W,
8900440394,0719,39k,5%
0261D004PD,,undefined,
8909007465,D8xL10,100uF,20%
8928800405,,undefined,
8909B01595,QFP144,R7F701362EAFP#YJ,
8903403405,,2.2uF,100%
8900631665,0411,464k,1%
1270E32205,,undefined,
1267361105,0805,33R,1%
1267360015,0414,2.7R,5%
8900440395,0719,390k,5%
1270R00015,0603,10k(NTC),5%
8905508495,TSSOP14,SN74HC21QPWRQ1,
8900425165,0414,160k,5%
0261D004PE,,undefined,
8900631666,0411,475k,1%
8909016986,1206,499R,1%
1267360016,0414,270R,5%
8909007466,D8xL10,47uF,20%
8900425166,0414,1.6M,5%
8909B01596,,1400uF,30%
8905504046,HY_FUER-HYBRID-SG,TLE6218,
8900440396,0719,3.9M,5%
1267361106,0805,34.8k,1%
8905508496,DPAK,NCV317MBDTRKG (L,
1270E32207,,undefined,
8902820457,,2.2nF,20%
1267361107,0805,35.7k,1%
8909016987,SOIC14,MLX90339LDC-BBA-,
8900631667,0411,487k,1%
1267360017,0414,300R,5%
8909B01597,,1900uF,30%
8909007467,H2PAK-2,STH2N120K5-2AG,
1270R00017,0603,330nF,10%
8905504048,SOIC16,777.01,
8909007468,BGA24,W25Q128JVBKQ,
8909016988,66.2*66.2*5.71mm.,002.044.0001002,
8909013930,SOIC(8),UCC28C53QDRQ1,
8928800408,,undefined,
0272240343KH,TQFP128 epad,CS990D,
8900216410,0207,19.6k,1%
8905507080,LQFP48,STM8AF6178TA,
8900645510,0207,5.1R,5%
8902001580,1206,18pF,10%
8900500620,0617,6.2R,2%
8909011820,0603,MPZ1608S600ATDH5,
8900327070,0207,52.3R,1%
0281D02800,,undefined,
1270CY1760,,undefined,
8900631668,0411,499k,1%
8928920508,SQFN72,LAN7431T-V/YXXVA,
8900408360,0414,3.6R,1%
1267361108,0805,38.3k,1%
1267360018,0414,330R,5%
8909016989,10.2mm*10.3mm*1.66mm,1EDI3040AS,
8905508499,,14000kHz,0.15%
1267361109,0805,undefined,
8902931609,,22nF,10%
8900422111,0411,11R,5%
890900710701,SOT323,BSS84W,
8900408361,0414,36R,1%
8909B0687801,HTSOP-J8,BD7F005EFJ-C,
8905504049,HY_FUER-HYBRID-SG,TJA1080U,
8900631669,0411,511k,1%
8909B0630701,BGA type 1620-S4,undefined,
8909011821,,undefined,
8909B01599,,8909B01599,
8909B0390301,WSON(6),LMG1025-Q1,
8902812449,,1nF,20%
8900327071,0207,53.6R,1%
8909007469,BGA96,W631GU6MB09W,
8900500621,0617,62R,2%
0281D02801,,undefined,
8905501739,HY_FUER-HYBRID-SG,TLE6220,
8903421689,,33uF,20%
8900645511,0207,51R,5%
8909004411,10 x 10mm SMD,10uH,
8903403409,,10uF,100%
8900216411,0207,20k,1%
8909013931,0402,4.99k,0.1%
1270R00019,TO263AB,MBRB760,
8902001581,1206,22pF,10%
8909008005C1,BGA292,R7F702300EABA-C#,
8900500622,0617,620R,2%
0281D02802,,undefined,
8900408362,0414,360R,1%
1267371322,0805,220nF,10%
8909B0474702,8-Lead MSOP,ADR3525WBRMZ,
8909004412,HY_0402,100R,1%
8909013932,0402,9.09k,1%
8900327072,0207,54.9R,1%
8902001582,1206,27pF,10%
8900645512,0207,510R,5%
8900216412,0207,20.5k,1%
8900422112,0411,110R,5%
8909011822,,2199119-4,
8905407293,DO214AC,SS1H10HE3,
8900216413,0207,21k,1%
8909013933,HDQFP-172,S32K314EHT1VPBST,
8900645513,0207,5.1k,5%
8900408363,0414,3.6k,1%
8905706363,TO39,BSS50,
8909011823,,T60402-C5049-X*,
8900327073,0207,56.2R,1%
8902001583,1206,33pF,10%
127000001MAK,TQFP128 epad,CS990E,
1267371323,0805,100nF,10%
8900422113,0411,1.1k,5%
8900500623,0617,6.2k,2%
1267371324,0805,1uF,10%
8909004414,HY_0402,10k,1%
8905706364,TO39,BSX45I,
8909011824,2.5mm x 3.2mm x 3.9mm,80uH,
8900422114,0411,11k,5%
8900327074,0207,57.6R,1%
8902001584,1206,39pF,10%
8900408364,0414,36k,1%
8900216414,0207,21.5k,1%
8905407294,SOT428,PBYR1045CTD,
8900500624,0617,62k,2%
8900645514,0207,51k,5%
8909013935,11.4x2.5x12.2 mm,LBMA0ZZ2ZV-SMP,
1279890015,HY_FUER-HYBRID-SG,WICA-PAB,
8900408365,0414,360k,1%
8900216415,0207,22.1k,1%
8909011825,Disc Lead Spacing 10,4700pF,10%
6002BP0015,,VERWEISZEICHNUNG,
8909004415,HY_0402,100k,1%
8902001585,1206,47pF,10%
8905706365,TO39,BSX46-10,
8905507085,TSSOP8,M95160-WDW3TP/SC,
8900645515,0207,510k,5%
8900500625,0617,620k,2%
8905407295,SOT404,PBYR20100CTB/SOT,
8900327075,0207,59R,1%
8900422115,0411,110k,5%
8905706366,TO39,BSX46-16,
8900422116,0411,1.1M,5%
8902001586,1206,56pF,10%
8900408366,0414,3.6M,1%
1037030096,,undefined,
8905507086,TSSOP8,M95160-WDW4TP/SC,
8900216416,0207,22.6k,1%
8900645516,0207,5.1M,5%
8900500626,0617,6.2M,2%
8900327076,0207,60.4R,1%
8909004416,HY_0402,14.7k,1%
8909011826,,3284490800,
8905407296,SOT363,BAW56S/DG/B3,
8905407297,SOT363,BAV70S/DG/B4,
8909011827,,T60402-C5049-X02,
8905706367,TO39,BSX45-16,
8905507087,TSSOP8,M95320-WDW4TP/PC,
8900500627,0617,62M,2%
8900645517,0207,51M,5%
8900327077,0207,61.9R,1%
2287358917,,CPU+ROM SAB83C16,
8900216417,0207,23.2k,1%
8909004417,HY_0402,300R,1%
8902001587,1206,68pF,10%
8909011828,1210,2.2uH,
8903704550,,33uF,10%
2199992058,DIL16,HEF4017BP,
8900631650,0411,324k,1%
8902001588,1206,82pF,10%
8905507088,TSSOP8,M95640-WDW4TP/PC,
1267360040,0805,50m,-100%
8900216418,0207,23.7k,1%
8905501720,TSSOP14,74HC14PW,
8900425150,0414,1.5R,5%
8900439620,0719,6.2R,2%
8909016970,0201,220nF,10%
8905706368,TO39,BSX45K,
8900327078,0207,63.4R,1%
8905504030,,2.35uH,
8909013938,SOT363,PUMH14-Q/S800,
8905407298,HY_FUER-HYBRID-SG,SBRC175-1645,
1271322020,,1719312 SPT 5 2-,
8909B0590001,SO8,HAL3021-XXBC-DJ,
8909B01601,Geometric Fehlt,Klemmrand,
8905706369,TO39,BSX45-6,
8900216419,0207,24.3k,1%
8909011829,SOT-23 (5),TL391BQDBVRQ1,
8900425151,0414,15R,5%
8905407299,HY_FUER-HYBRID-SG,SBRC175-2545,
1270RL0019,TSSOP,E910.54,
8909B0459301,BGA34,,
8909004419,HY_0402,4.99k,1%
890901543801,FBGA 153,KLUCG1RHVF-B0EQ,
8909B0786601,HVSSOP 28,TPS2HC120AQDGQRQ,
1267360041,0805,1k,5%
8900631651,0411,332k,1%
890900543201,HY_Hybrid,J1184FBCN,
8900327079,0207,64.9R,1%
8905507089,TSSOP8,M95320-WDW3TP/PC,
8909016971,13.3x12.8x8(LxWxH) mm,1uH,
8905504031,TQFP144,ST10F275ES4-NT3-,
8909007451,BGA292,R7F701327AEABG,
8909003001,1206,68.1k,0.1%
8909B0582901,"3mm x 3.5mm, 14-pin TDFN",MAX25302B,
8902001589,1206,100pF,10%
8900439621,0719,62R,2%
1034486322,,,
8909016972,QFN-7 (1.5mmx2.5mm),MPQ2176GRAE-6001,
8900425152,0414,150R,5%
8905501722,TQFP64 10*10,ST72F561AR9TC,
8900631652,0411,340k,1%
1270C61802,,,
8900439622,0719,620R,2%
8909007452,QFN36,BCM89811B1AWMLG,
1267360042,0805,1.5k,5%
8909003002,1206,68.1k,0.1%
1267360043,0805,2.2k,5%
8902840093,,68nF,5%
8900439623,0719,6.2k,2%
8900631653,0411,348k,1%
8900425153,0414,1.5k,5%
0261D004T3,,,
1034486323,,undefined,
8909007453,0805,MPZ2012S102A****,
8909003003,1206,68.1k,0.1%
0272240343JC,TQFP128 epad,CS990D,
8905504033,SC-74,NUD3160DMT1G,
8909003004,1206,68.1k,0.1%
1267360044,0805,3.3k,5%
8900425154,0414,15k,5%
8909B01604,US8,PCA9306IDCURQ1,
8900439624,0719,62k,2%
0273141314,SOIC8,SMA731.1,
8909016974,9.3X9.3,PMAU-0101-1-MSP1,
8909007454,96-Ball FBGA,K4B1G1646I-BHMAT,
8900631654,0411,357k,1%
1271322024,,1735862 SPT16 1-,
8905501724,MSOP8,LMP8277MMX,
8900425155,0414,150k,5%
0273141315,SOIC8,SMA732.1,
8909003005,1206,68.1k,0.1%
1036901245,TO263,LM2595,
8909B01605,25x17.6,3.1uH,
0281D00625,,MSL116-POL.,
0272240343JE,TQFP128 epad,CS990D,
8909007455,FAB24,S25FL256LAGBHM02,
8900631655,0411,365k,1%
1267360045,0805,4.7k,5%
8900439625,0719,620k,2%
1271322026,,1735891 SPT16 4-,
8900631656,0411,374k,1%
0281D00626,,MSL96-POL.,
8900439626,0719,6.2M,2%
8909016976,8.2 x 9.8 x 1.26 mm,PMAU-0102-0-FBGA,
8900425156,0414,1.5M,5%
1036901246,,,
8909B01606,TO-263-7pin-SHL,VA0521,
1267360046,0805,6.8k,5%
0273141316,SO8,SMA735,
8900631657,0411,383k,1%
8902840097,,100nF,5%
8909003007,0603,46.4k,0.1%
8903704557,,1uF,50%
1271322027,,1613 14 VP3,
1267360047,0805,10k,5%
1034486327,,undefined,
8909007457,Radial,4.7uF,10%
8909016977,SOD323,BZX384-9V1,
8905507070,TQFP64,uPD70F3371M2GBA,
8905407300,HY_FUER-HYBRID-SG,SBRC175-5822WP,
8905504038,TQFP64,UPD70F3370M2GB(A,
8909B01608,,64814.002 Unimet,
8900309330,0207,3.3R,2%
1267371310,0805,1uF,10%
8909011810,VSSOP,LM5165XQDGSRQ1,
8909003008,0603,46.4k,0.1%
8900327060,0207,41.2R,1%
8909004480,QFP64,R5F10PLEKFB**0,
8900501360,0617,3.6R,5%
8905501728,,8MHz,0.1%
8902001570,1206,2.7pF,10%
1271322028,,SL-760/PT,
8909013920,26.5x38.5x35mm,2.5mH,
1267360048,0805,15k,5%
8909016978,"VQFN, 20",TPD4S481-Q1,
8900112240,0204,2.4R,5%
1267370960,0603,9pF,2.778%
8900216480,0207,107k,1%
8900631658,0411,392k,1%
0273142290,BGA 7x7,SMI715.9,
8905958440,PQFP80,CC520,
8909007458,Radial,2.2uF,10%
8905504039,TQFP64,uPD70F3371M2GB(A,
8903710001,,100nF,20%
127448665201,5.0 x 3.0 x 4.0 mm,undefined,
8900501361,0617,36R,5%
8900216481,0207,110k,1%
8905958441,SO14,74ACT02SC,
8900112241,0204,24R,5%
8909011811,SOT583,TPS628501QDRLRQ1,
8900327061,0207,42.2R,1%
8900631659,0411,402k,1%
8638802111,,04 8069 000 000,
8900309331,0207,33R,2%
1267370961,0603,10pF,1%
8900422181,0411,18R,5%
8909003009,0603,46.4k,0.1%
8909B0539701,8.5*8.0*4.0(mm),2.2uH,
8909004481,QFP64,R5F10PLFLFB**0,
0265CR536601,,HF513-30-11-VE,
8909006041,PBGA,BCM89531,
8902001571,1206,3.3pF,10%
8905507071,QFP100,UPD70F3376AGCA1-,
1267360049,0805,22k,5%
890901587301,0201,402R,1%
8909B0659001,FCBGA600,U2B-FCC,
1267371311,0805,4.7uF,10%
8909013921,D2PAK (TO-263AB),VS-20CTH03STRLHM,
8909007459,Radial,10uF,20%
8903704559,,2.2uF,50%
8909011812,,P302782-A3-54,
8900327062,0207,43.2R,1%
8900422182,0411,180R,5%
8900309332,0207,330R,2%
8909004482,QFP64,R5F10PLFKFB**0,
8900216482,0207,113k,1%
8903710002,,15nF,20%
8909006042,SOT23,SMMUN2111L,
890542293702,DO214AA,TPSMB30A TG,
8909013922,LFPAK56,NVMYS013N08LHTWG,
8900501362,0617,360R,5%
8901020002,,1R,10%
8900112242,0204,240R,5%
1267370962,0603,330pF,5%
8902001572,1206,3.9pF,10%
1267371312,0805,100nF,10%
8905507072,,51uH,
8900112243,0204,2.4k,5%
8900501363,0617,3.6k,5%
8902001573,1206,4.7pF,10%
8900216483,0207,118k,1%
1267371313,0805,330pF,5%
8901020003,,3R,10%
8900422183,0411,1.8k,5%
1267370963,0603,470pF,5%
8905407303,SMC,SM15T18A,
8909006043,SOT23,SMMUN2211L,
8903710003,,22nF,20%
0273Y00833,,Stecker 38-pol.,
8905507073,HY_FUER HYBRID-SG,STM8AF6168VE,
8900309333,0207,3.3k,2%
8909013923,,SMWJ16A TG HE3,
8909004483,0805,15k(NTC),1%
8900327063,0207,44.2R,1%
8909011813,"SMD Cup 6,3 x 7,7",100uF,20%
1267370964,0603,47nF,10%
8905407304,DO214AB,SS34HE3,
8900112244,0204,24k,5%
8903710004,,33nF,20%
8909013924,1.0x0.5x0.5 mm,MPZ1005S121ETD25,
8909006044,QFN-32,ATA5781N-WNQW,
8900309334,0207,33k,2%
1267371314,0805,47nF,10%
8900327064,0207,45.3R,1%
8905507074,1206,33nF,5%
8902001574,1206,5.6pF,10%
8900216484,0207,121k,1%
0281C02984,,undefined,
8900422184,0411,18k,5%
8900501364,0617,36k,5%
8909011814,"SMD Cup 6,3 x 8",100uF,20%
1032EM0004,SO8,FM25V02-GTR,
8900216485,0207,124k,1%
1267370965,0603,10nF,5%
8900309335,0207,330k,2%
8905507075,,MC9S12B64CFUE,
8903710005,,47nF,20%
8909013925,1.0x0.5x0.5 mm,BLM15PX121SH1,
8900112245,0204,240k,5%
8909011815,SOT583,TPS628502QDRLRQ1,
8900327065,0207,46.4R,1%
8902001575,1206,6.8pF,10%
8909006045,PowerSSO-24,VNQ5027AK-E,
8900422185,0411,180k,5%
8909004485,0805,15k(NTC),1%
8900501365,0617,360k,5%
0281C02985,,undefined,
8900112246,0204,2.4M,5%
8903710006,,68nF,20%
8900309336,0207,3.3M,2%
8902001576,1206,8.2pF,10%
8909011816,SMF (DO-219AB),AU1FM-BHM3,
8909006046,TSON-24-3,BTS54040-LBA,
8900501366,0617,3.6M,5%
1267370966,0603,1uF,10%
8900422186,0411,1.8M,5%
8900216486,0207,127k,1%
1267371316,0805,220nF,10%
8909013926,1.0x0.5x0.5 mm,0mH,
8909004486,LQFP48,R5F10PGJYFB,
8900327066,0207,47.5R,1%
8905407306,TO252,IDD06E60,
1267371317,0805,4.7uF,10%
8909006047,1008,2.2uH,
8900309337,0207,33M,2%
8909011817,TSSOP16,MLX90372GGO-ACC-,
8902001577,1206,10pF,10%
8900216487,0207,130k,1%
8900501367,0617,36M,5%
1267370967,0603,68nF,10%
8901020007,,270m,10%
8909013927,LQFN,LTC3309AJV-7#WTR,
8905507077,DPAK-SlugUp,SUD40N10-25,
8900327067,0207,48.7R,1%
8903710007,,1uF,20%
1267371318,0805,4.7uF,10%
0265CR6000,"13,9x7,1mm",2060-452/998-404,
8902001578,1206,12pF,10%
8905507078,LQFP48,STM8AF61A8TA,
8900213430,0204,4.3R,2%
1267360030,0617,360R,5%
8900200130,0204,1.3R,5%
8900327068,0207,49.9R,1%
1267361120,0805,46.4k,1%
8905501710,TO220AB,BUK7508-40B S,
1267370968,0603,6.8nF,5%
8909013928,0805,220m,1%
8900216488,0207,133k,1%
8909011818,TSSOP16,MLX90372GGO-ACC-,
8903710008,,1.5uF,20%
8909016960,QFN-23,MPQ4371GVE-8300-,
8909006048,1008,4.7uH,
8909004488,,10uH,
8905407308,DO214AB,SS36HE3,
8900200131,0204,13R,5%
8905501711,2816,10m,0.5%
890901693601,,,
8909B0484501,,SK150MLI07S5TD1E,
1267370969,0603,3.3nF,5%
1267371319,0805,470pF,5%
1267361121,0805,46.4R,1%
890901381901,SOT23-5,NCV2003SN2T1G,
8909011819,SOT583,TPS629211QDRLRQ1,
890013271301,1206,147k,1%
890550144201,0402,147k,1%
0265CR6001,"13,1x11,9mm",2060-453/998-404,
8909016961,77-ball FBGA (8.0 * 7.0 * 1.0 mm),CYW89829B0232,
8902001579,1206,15pF,10%
8909004489,,22uH,
8909006049,0402,11.5k,0.1%
8905507079,LQFP48,STM8AF6168TA,
8909B0640501,PG-T0252-3-313,BTS3035TF,
8900327069,0207,51.1R,1%
0273141321,LGA22,BHA260AB,
890901515001,0805,100nF,10%
8902848849,,1nF,20%
8909B0617601,SW-56TQFN-EP,MAX96749APGTN/VY,
8905706359,TO39,BSX46-16HR,
8903710009,,2.2uF,20%
890013243101,0603,464R,1%
8900216489,0207,137k,1%
8900213431,0204,43R,2%
1263000021,,MX34W20NF1,
8909013929,SOIC(8),UCC28C52QDRQ1,
8900200132,0204,130R,5%
8909016962,TQFN-23 (4mmx5mm),MPQ8878GVTHE-010,
8905501712,2816,10m,1%
8900213432,0204,430R,2%
1267361122,0805,470R,1%
1267360032,0922,180R,5%
1267361123,0805,47k,1%
8905504023,TSSOP,TDK5111F,
8900213433,0204,4.3k,2%
8909016963,48-Lead LFCSP_SS,ADAA2456WCCSZ-RL,
1270C11193,,undefined,
1267360033,0414,390R,5%
8900200133,0204,1.3k,5%
8905501713,SOT89B,HAL501SF-A,
8900213434,0204,43k,2%
8900200134,0204,13k,5%
8905501714,,1.5mF,20%
1267361124,0805,49.9k,1%
1267360034,0204,10k,1%
8900200135,0204,130k,5%
3284489855,,undefined,
1267361125,0805,4.22k,1%
8900213435,0204,430k,2%
8905501715,D,33uF,10%
0261D005BE,,undefined,
8903421665,,47uF,20%
1267360035,0204,4.64k,1%
8909016966,QFN7*7-48,SA47301DQJQ,
1267361126,0805,4.64k,1%
1267360036,0204,21.5k,1%
8900213436,0204,4.3M,2%
8903421666,,100uF,20%
8900200136,0204,1.3M,5%
1270KE0967,,undefined,
8903421667,,220uF,20%
1267361127,0805,4.7k,1%
1267360037,0204,100k,1%
8900213437,0204,43M,2%
8909016967,QFN-12 (3mmx4mm),MPQ4334GLE-2000-,
8900200137,0204,13M,5%
8905958430,SO8,PCA82C251T,
2281328520,KK,LBE-WINKEL,
8909013910,0805,100R(PTC),1%
8909006030,HY_HY_0805,4700pF,5%
8902001560,1210,2.2nF,5%
8900430200,0414,2R,5%
1267360038,0204,100R,1%
8909011880,LBGA292,SR6P6C4,
8909004470,HY_1210,10uF,10%
8900500680,0617,6.8R,2%
0261D004S8,,undefined,
8900327050,0207,32.4R,1%
8900319040,0207,2.55R,1%
8900216470,0207,84.5k,1%
1267361128,0805,undefined,
8905507060,SOT23,SZMMBZ5234BLT3G,
8909016968,QFN-12 (3mmx4mm),MPQ4334GLE-2330-,
8909006103E1,BGA292,R7F701327AEABG#Y,
8909B0625101,TSSOP20,STSAFE_V500,
8905422539,SOD57,BZT03/C30,
8909B0684201,132-Ball csBGA (0.5 mm Pitch),LCMX02-1200ZE-1M,
890900581601,HY_0603,1.33k,1%
8900319041,0207,2.61R,1%
8905507061,403A (SMB),SZ1SMB36AT3G,
8905504029,SMC,SBRS8340T3G,
8902907641,,470nF,20%
8900430201,0414,20R,5%
8900216471,0207,86.6k,1%
8909013911,LFPAK56D,BUK7K3R5-40N,
8902001561,1210,2.4nF,5%
8909B0412401,,BCP_T_1_5_04_S9_,
8909B0201401,SOD128,STTH2R02AFY,
8900500681,0617,68R,2%
8909006031,BGA1310,Intel Denverton,
890900560501,radial 3Pin 18x22,680uF,20%
1267360039,0204,56.2k,1%
8909B0709501,TOPLED,LBTTSD-S1T1-34,
1277127999,HY_Hybrid,WH-167HFX-Ti_SIN,
1270AC2301,,undefined,
8900327051,0207,33.2R,1%
1267361129,0805,511k,1%
8909016969,QFN-12 (3mmx4mm),MPQ4334GLE-2380-,
1267370951,0603,150pF,5%
8909004472,0805,15nF,5%
8909006032,SO8,FDS9958-SB82210P,
1034420182,,undefined,
8909008142,0402,4.64k,0.5%
8909011882,24ball BGA,S25FL512SDSBHMC1,
8900500682,0617,680R,2%
8900430202,0414,200R,5%
1267370952,0603,150nF,10%
8902001562,1210,2.7nF,5%
8905507062,PG-SOT-223,BSP296N,
8900216472,0207,88.7k,1%
8900319042,0207,2.67R,1%
8900327052,0207,34R,1%
8905B00002,HIQUAD64,CJ840 BD-STEP,
8909013912,SOIC8,AUIR3241STR,
8905958433,SO20-POWER,74HC4351D,
1267370953,0603,680pF,5%
8902001563,1210,3nF,5%
8909013913,SOD123W,PMEG4020ER-Q/S80,
8909004473,,470uF,20%
8900216473,0207,90.9k,1%
8909008143,0402,1.78k,0.5%
8900319043,0207,2.74R,1%
8905507063,MSOP-8,LM3478MM,
1034420183,,undefined,
8900500683,0617,6.8k,2%
1277340273,HY_FUER-HYBRID-SG,CS250C,
8900327053,0207,34.8R,1%
8900430203,0414,2k,5%
8909006034,FBGA,MT40A256M16,
8900500684,0617,68k,2%
8900319044,0207,2.8R,1%
1277340274,HY_FUER-HYBRID-SG,CS251 SERIEN-STE,
8900216474,0207,93.1k,1%
8905507064,MSOP-8,LMV772QMMX/E7002,
8909008144,0402,2.61k,0.5%
1034420184,,undefined,
8909013914,PG-LQFP-64,TLF4D985QKV03,
1267370954,0603,2.2nF,10%
8902001564,1210,3.3nF,5%
8909004474,QFP64,R5F10PLJLFB#x0,
8900430204,0414,20k,5%
8900327054,0207,35.7R,1%
8902907645,,680nF,20%
8900327055,0207,36.5R,1%
8900430205,0414,200k,5%
8900319045,0207,2.87R,1%
8909008145,16-PIN SOP (300mil),MX25L6439EMQ-12G,
1267370955,0603,10nF,10%
8900500685,0617,680k,2%
1270C63465,,undefined,
8909004475,QFP64,R5F10PLELFB**0,
8902001565,1206,1pF,10%
8909013915,HVSSOP (8),TPS1H000AQDGNRQ1,
8900216475,0207,95.3k,1%
8900430206,0414,2M,5%
8905507066,TQFP64,78K0/FE2(UPD78F0,
8909013916,PG-F2BGA-436,SAA-TC4D9XP-20MF,
8909006036,0612,3m,1%
8909011886,SC70-5,SN74LVC1G14DCK,
8909008146,0402,4.22k,0.5%
8900319046,0207,2.94R,1%
8900327056,0207,37.4R,1%
8900216476,0207,97.6k,1%
8902001566,1206,1.2pF,10%
8909004476,QFP64,R5F10PLHLFB#x0,
8900500686,0617,6.8M,2%
1267370956,0603,4.7pF,5.32%
8900430207,0414,20M,5%
8902001567,1206,1.5pF,10%
8900500687,0617,68M,2%
8909011887,,(VDR),
8900216477,0207,100k,1%
1037357647,,SAKC167-CR-4RM E,
8909004477,QFP64,R5F10PLHKFB#x0,
8909008147,0402,17.8k,0.5%
8900319047,0207,3.01R,1%
8900327057,0207,38.3R,1%
8903707607,,1uF,20%
8909006037,,IDTP9180,
1275101997,,undefined,
1267370957,0603,100pF,5%
8902001568,1206,1.8pF,10%
1275101998,,undefined,
8901058010,,1R,5%
8909008148,0402,21.5k,0.5%
8928710380,SOT-223,NVF2955T1G,
8900319048,0207,3.09R,1%
8900200120,0204,1.2R,5%
8905707840,P-DSO-8-7,BSO615N,
8909016950,DO-214AC (SMA),HS1QH,
8900327058,0207,39.2R,1%
8909004478,QFP64,R5F10PLGLFB#x0,
8909013918,0805,2.7R,1%
8909011888,DO214AB,P2300S3NLRP,
8905507068,HY_FUER-HYBRID-SG,74AHCT245U,
1267379600,LQFP,CG101C,
8900439680,0719,6.8R,2%
8900679140,0207,280R,2%
1267370958,0603,220pF,5%
1267361110,0805,3.16k,1%
8900216478,0207,102k,1%
8900319049,0207,3.16R,1%
8909B0783801,100-VQFN,USB7217CT-V/KDXV,
8909012501,2520,60.925MHz,
1275101999,,undefined,
2287331731,,2222-152-90051,
1267361111,0805,3.3k,1%
8900679141,0207,287R,2%
1267370959,0603,22nF,10%
8900216479,0207,105k,1%
890901409701,LFPAK56,NSVT60101TWG,
8905707841,TO252,SPD28N05L,
890900902801,0805HP,1R,1%
8900327059,0207,40.2R,1%
8900200121,0204,12R,5%
890901212901,0402,1.8nF,10%
8909004479,QFP64,R5F10PLGKFB#x0,
3337634769,,MC68376CFT16,
8902907649,,1uF,20%
890901325301,DFN1006-2,ESD27VASAFH,
8909016951,18.42mm * 10.35mm,TAS67524QDKQRQ1,
8909B0308201,LFBGA292,SAK-TC357TT-64F3,
1267379601,LQFP,CG102C,
8909011889,LQFP,HX8880-E02-BLT40,
8900443241,0414,24R,0.5%
8900439681,0719,68R,2%
8902001569,1206,2.2pF,10%
8909008149,0402,26.1k,0.5%
8909B0549501,SOD123,MMSZ5253BT1G,
8909013919,SOD128,PMEG4050EP-Q/S80,
8909016952,HTQFP,TAS6684QPHDRQ1,
8909012502,18mm X 25mm,33uF,20%
8900443242,0414,240R,0.5%
8900200122,0204,120R,5%
1267361112,0805,3.32k,1%
8905504012,PGTQFP-48,SAK-XC886C-8FFA5,
8900679142,0207,294R,2%
8928920592,32 TQFN-EP,MAX96714GTJ/VY+T,
8900439682,0719,680R,2%
2287331732,,47uF,20%
8905707843,HY_FUER-HYBRID-SG,OP531(BUK9A40-10,
1267379603,LQFP,CG103C,
8900439683,0719,6.8k,2%
8900679143,0207,301R,2%
8900200123,0204,1.2k,5%
1267361113,0805,3.48k,1%
8909016953,LFCSP-32,AD2438W-CPZ-ENG,
1034486303,,undefined,
8900443243,0414,2.4k,0.5%
8928920593,T5688Y+6C 56-lead SW TQFN-EP,MAX96987BGTN/VY+,
8909012503,2016,25MHz,
1034486304,,,
8909016954,11.5x13x1.3mm(LxWxH),THGJFJT2T85BAB5,
8900443244,0414,24k,0.5%
8900679144,0207,309R,2%
8928920594,T5688Y+6C 56-lead SW TQFN-EP,MAX96983BGTN/VY+,
